income_1999,income_2001,income_2003,income_2005,income_2007,income_2009,consumption_1999,consumption_2001,consumption_2003,consumption_2005,consumption_2007,consumption_2009,wealth_1999,wealth_2001,wealth_2003,wealth_2005,wealth_2007,wealth_2009,age_1999,age_2001,age_2003,age_2005,age_2007,age_2009
-0.1159141,0.551902,1.872425,-0.4784935,-0.4610136,-0.5755717,-0.4473234,-0.0255247,-0.206966,0.0946898,0.0597023,0.5742819,-0.4473234,-0.0255247,-0.206966,0.0946898,0.0597023,0.5742819,40,42,44,46,48,50
0.1270022,0.2792811,0.2677979,0.2502331,0.1436362,0.4778609,-0.0293191,-0.0838092,0.2113434,0.3841912,0.1692644,0.0065075,-0.0293191,-0.0838092,0.2113434,0.3841912,0.1692644,0.0065075,47,49,51,53,55,57
0.0782492,0.2339499,0.1601471,-0.2887394,0.1223429,-0.019129,-0.436721,-0.0863134,-0.3204153,-0.5349494,0.0809001,0.2667777,-0.436721,-0.0863134,-0.3204153,-0.5349494,0.0809001,0.2667777,40,42,44,46,48,50
1.125996,1.015579,1.175148,1.001367,1.121498,1.092999,0.4747624,0.9288316,0.6582708,1.225174,1.397521,0.9754623,0.4747624,0.9288316,0.6582708,1.225174,1.397521,0.9754623,45,47,49,51,53,55
-0.2857088,-0.2772761,-0.0741905,-0.0638601,-0.1663218,0.0108389,0.0241223,0.1856813,0.2008829,-0.088851,0.1635542,0.3303004,0.0241223,0.1856813,0.2008829,-0.088851,0.1635542,0.3303004,40,42,44,46,48,50
-0.7848842,0.149179,0.1981502,0.6136394,0.6438823,0.9489907,0.4360036,-0.0766566,-0.3385201,0.4231949,0.2961883,0.2136428,0.4360036,-0.0766566,-0.3385201,0.4231949,0.2961883,0.2136428,38,40,42,44,46,48
-0.3508642,-0.3603084,-0.442702,-0.3393693,-0.1499742,-0.4605525,-0.5343959,-0.337692,-0.2610063,0.399973,0.0388885,0.0064827,-0.5343959,-0.337692,-0.2610063,0.399973,0.0388885,0.0064827,47,49,51,53,55,57
-0.3373924,-0.1804548,-0.2017265,-0.1735817,-0.1710297,-0.2840429,-0.6218817,-0.7080747,-0.5788319,-0.126528,-0.3732874,-0.4916918,-0.6218817,-0.7080747,-0.5788319,-0.126528,-0.3732874,-0.4916918,37,39,41,43,45,47
0.1006763,0.8241823,0.6076858,1.10451,0.103833,1.031575,0.4501664,0.5326878,0.6870658,0.4725053,0.5034899,0.7224271,0.4501664,0.5326878,0.6870658,0.4725053,0.5034899,0.7224271,35,37,39,41,43,45
0.2965644,0.4296767,0.6049858,0.4495196,0.4524759,0.3562559,0.3358901,0.3109512,0.5320911,0.5845789,0.4579675,0.0867841,0.3358901,0.3109512,0.5320911,0.5845789,0.4579675,0.0867841,49,51,53,55,57,59
1.829602,1.565013,1.725391,2.253993,1.876343,1.246375,0.7878307,1.08794,0.7923551,1.165623,0.8710727,0.4312832,0.7878307,1.08794,0.7923551,1.165623,0.8710727,0.4312832,48,50,52,54,56,58
0.4600339,0.4966941,0.5244898,0.1265242,-0.104244,0.4631054,-0.1087778,-0.0445402,0.0661947,-0.1127123,0.9951609,0.9013985,-0.1087778,-0.0445402,0.0661947,-0.1127123,0.9951609,0.9013985,49,51,53,55,57,59
-0.4451973,0.010722,-0.3514768,0.6278112,0.3455694,0.7180183,-0.3514909,-0.3660984,-0.3780021,0.1263914,0.7009363,-0.2297754,-0.3514909,-0.3660984,-0.3780021,0.1263914,0.7009363,-0.2297754,29,31,33,35,37,39
0.4496364,0.5301045,0.4027175,-0.0157007,0.1352917,1.005891,-0.0100738,0.1898144,0.232911,0.2041614,0.2847364,0.1440571,-0.0100738,0.1898144,0.232911,0.2041614,0.2847364,0.1440571,39,41,43,45,47,49
-0.2633845,-0.3156964,0.0759675,-0.0152029,0.137609,0.1949496,-0.0933959,-0.0833196,0.1603792,0.0282624,0.1537299,0.1205564,-0.0933959,-0.0833196,0.1603792,0.0282624,0.1537299,0.1205564,48,50,52,54,56,58
0.2919816,0.3877162,0.282649,0.0586395,0.2780027,0.3945607,-0.1463737,0.010129,0.1809044,0.1492406,0.0785866,0.0904198,-0.1463737,0.010129,0.1809044,0.1492406,0.0785866,0.0904198,44,46,48,50,52,54
-1.212925,-1.075459,-1.001421,-0.9448776,-0.8276234,-0.893384,-0.8719193,-0.5870883,-0.4940421,-0.2697102,-0.2349793,-0.3047988,-0.8719193,-0.5870883,-0.4940421,-0.2697102,-0.2349793,-0.3047988,39,41,43,45,47,49
0.1360023,0.1272266,0.3357065,0.2795914,0.4062824,0.5818252,-0.1869682,-0.0099186,0.1203762,0.147342,0.4791006,0.6768195,-0.1869682,-0.0099186,0.1203762,0.147342,0.4791006,0.6768195,37,39,41,43,45,47
1.817339,0.4639882,0.4665452,0.3924234,0.1886899,0.1346435,-0.350435,0.034158,0.4061151,0.7994702,0.4848254,0.7922282,-0.350435,0.034158,0.4061151,0.7994702,0.4848254,0.7922282,42,44,46,48,50,52
-0.380744,-0.387288,-0.2382326,-0.4551859,-0.3496682,-0.4467836,-0.4388643,-0.5090435,0.2102284,0.0008797,0.4022688,0.104156,-0.4388643,-0.5090435,0.2102284,0.0008797,0.4022688,0.104156,42,44,46,48,50,52
-0.1919079,0.1308502,0.1682313,0.2357534,0.2229951,0.2352632,-0.4765872,-0.2473884,-0.1745992,0.250812,0.0364791,0.0434746,-0.4765872,-0.2473884,-0.1745992,0.250812,0.0364791,0.0434746,39,41,43,45,47,49
0.1868107,-0.1345003,-0.2502804,-0.1877909,-0.3221413,-0.3396994,-0.410032,-0.5103652,-0.3966005,0.0387365,0.1110833,-0.1788117,-0.410032,-0.5103652,-0.3966005,0.0387365,0.1110833,-0.1788117,31,33,35,37,39,41
0.5107756,0.4853159,0.1903242,0.311067,0.7085527,-0.3052698,0.1822929,-0.3795568,-0.1624639,0.1371265,0.0694128,-0.2587437,0.1822929,-0.3795568,-0.1624639,0.1371265,0.0694128,-0.2587437,45,47,49,51,53,55
-0.0817376,-0.1430926,-0.0275816,-0.2184165,-0.2935365,-0.24222,-0.2478036,-0.2715179,0.0371359,-0.396987,0.1033614,-0.4084483,-0.2478036,-0.2715179,0.0371359,-0.396987,0.1033614,-0.4084483,46,48,50,52,54,56
-0.2587165,-0.2593223,-0.073784,-0.1794845,-0.1773705,-0.1626754,0.4984635,0.1904047,0.0591362,0.2186936,-0.0352107,-0.023286,0.4984635,0.1904047,0.0591362,0.2186936,-0.0352107,-0.023286,33,35,37,39,41,43
0.2713083,0.1280864,-0.1975923,-0.0143095,0.1684202,0.175156,-0.585719,-0.4889532,-0.4832772,-0.4145993,-0.2042776,-0.1433989,-0.585719,-0.4889532,-0.4832772,-0.4145993,-0.2042776,-0.1433989,34,36,38,40,42,44
-0.2048113,-0.3473053,-0.3352299,-0.3676329,-0.0504775,-0.0330011,-0.6723867,-0.1221139,-0.4283597,0.5958579,0.0737596,0.0689424,-0.6723867,-0.1221139,-0.4283597,0.5958579,0.0737596,0.0689424,42,44,46,48,50,52
0.6919703,0.0564058,-0.4573424,-0.4191477,0.3340948,0.4055355,0.2630522,-0.0967709,0.2731956,0.0890353,0.3349603,0.2364428,0.2630522,-0.0967709,0.2731956,0.0890353,0.3349603,0.2364428,35,37,39,41,43,45
5.68e-05,0.081405,0.3249523,-0.1025063,0.2476704,0.3143837,-0.5180841,-0.1263571,-0.0746607,0.0735465,0.5772606,0.7891098,-0.5180841,-0.1263571,-0.0746607,0.0735465,0.5772606,0.7891098,42,44,46,48,50,52
-0.4854813,-0.50527,-1.116012,-0.4615499,-0.3063332,-0.3235275,-0.4983009,-0.4759165,-0.9610598,0.0390724,-0.1955512,-0.0177711,-0.4983009,-0.4759165,-0.9610598,0.0390724,-0.1955512,-0.0177711,42,44,46,48,50,52
0.0227854,0.0972139,0.0797865,0.0132887,-0.0074507,0.127298,-0.4518292,-0.1436017,0.1280715,0.3899531,0.2828995,0.5394905,-0.4518292,-0.1436017,0.1280715,0.3899531,0.2828995,0.5394905,35,37,39,41,43,45
-0.5122709,-0.435873,-1.594759,-0.9504289,-0.7605247,-0.4263315,-0.6568663,-0.3123229,-0.594619,-0.2603123,-0.5560591,-0.7088463,-0.6568663,-0.3123229,-0.594619,-0.2603123,-0.5560591,-0.7088463,45,47,49,51,53,55
-0.278278,-0.0818697,-0.0176597,-0.5795451,-0.265954,-1.024862,0.3070856,-0.1831287,0.0665563,0.0475447,-0.0993107,-0.1814106,0.3070856,-0.1831287,0.0665563,0.0475447,-0.0993107,-0.1814106,49,51,53,55,57,59
0.1170088,-0.0979721,0.1123265,0.2724411,0.1936672,0.333578,-0.2273691,-0.1758975,-0.0248651,0.1655882,0.1606646,0.3477472,-0.2273691,-0.1758975,-0.0248651,0.1655882,0.1606646,0.3477472,41,43,45,47,49,51
0.4207306,0.5296379,0.4111346,0.4111079,1.245431,0.0955524,-0.1972429,0.9128323,-0.1151875,0.1482221,0.0285655,0.5852223,-0.1972429,0.9128323,-0.1151875,0.1482221,0.0285655,0.5852223,31,33,35,37,39,41
0.1372306,0.1856123,-0.6943802,-0.5868506,-0.7631449,-0.3299145,-0.3072289,-0.1490879,0.0517855,0.2561979,0.4103708,0.305131,-0.3072289,-0.1490879,0.0517855,0.2561979,0.4103708,0.305131,36,38,40,42,44,46
-0.2009167,-0.1828007,-0.559071,0.0347924,-0.3275265,-0.0495162,-0.7359565,-0.3424586,-0.5945585,-0.2250117,-0.1319827,-0.352372,-0.7359565,-0.3424586,-0.5945585,-0.2250117,-0.1319827,-0.352372,38,40,42,44,46,48
0.2164346,0.3333779,0.5232487,0.4909612,0.4258939,0.4606076,-0.1953455,0.1392931,0.3128065,0.6038203,0.8587794,0.4099714,-0.1953455,0.1392931,0.3128065,0.6038203,0.8587794,0.4099714,37,39,41,43,45,47
0.5319045,0.5822567,0.7573441,-0.4084341,0.4755782,0.2684466,0.2214962,0.2768838,0.062117,0.3313479,0.4554447,0.2785262,0.2214962,0.2768838,0.062117,0.3313479,0.4554447,0.2785262,39,41,43,45,47,49
0.3976364,0.4110499,0.4223652,0.3499157,0.3698555,0.4662138,0.2376749,0.4882976,0.5070649,0.5660515,0.5666845,0.4272077,0.2376749,0.4882976,0.5070649,0.5660515,0.5666845,0.4272077,39,41,43,45,47,49
-0.1089682,0.0324196,0.0890975,-0.345203,0.6253142,0.5350937,-0.3621978,-0.2264837,0.0858503,0.1475159,0.1993919,0.0721794,-0.3621978,-0.2264837,0.0858503,0.1475159,0.1993919,0.0721794,38,40,42,44,46,48
-0.4423631,0.1371122,-0.2847761,0.9178253,-0.3334087,0.6392351,-0.4540726,-0.4924007,-0.2714601,-0.126289,-0.4999548,-0.5007092,-0.4540726,-0.4924007,-0.2714601,-0.126289,-0.4999548,-0.5007092,37,39,41,43,45,47
0.0689215,0.0665774,-0.2151037,0.026814,-0.0220008,0.3659892,-0.2615247,-0.241241,-0.6119896,-0.3210464,-0.2450595,-0.1975169,-0.2615247,-0.241241,-0.6119896,-0.3210464,-0.2450595,-0.1975169,32,34,36,38,40,42
0.1417263,0.0492114,0.0419016,0.1654607,-0.0031309,0.2942438,-0.1434227,-0.2173652,-0.0788792,0.2423193,0.1347584,0.1009831,-0.1434227,-0.2173652,-0.0788792,0.2423193,0.1347584,0.1009831,44,46,48,50,52,54
-0.2011203,0.0186769,0.0943354,-0.0190336,-0.0289289,0.0051469,-0.5136945,-0.4467256,-0.1688853,-0.2916251,-0.3747559,-0.0887118,-0.5136945,-0.4467256,-0.1688853,-0.2916251,-0.3747559,-0.0887118,49,51,53,55,57,59
0.0579913,0.1033948,-0.1133248,0.2423737,0.3161013,0.2449782,-0.0774865,-0.0052466,0.0316272,0.4677062,0.321403,0.2301278,-0.0774865,-0.0052466,0.0316272,0.4677062,0.321403,0.2301278,38,40,42,44,46,48
0.1654046,0.234356,0.2706538,-0.1844759,-0.0264005,0.1296473,0.2994214,0.3786018,0.1252516,-0.2581595,-0.3564299,-0.6013603,0.2994214,0.3786018,0.1252516,-0.2581595,-0.3564299,-0.6013603,41,43,45,47,49,51
-0.2812469,-0.4054839,-0.43665,-0.3439606,-0.2808178,-0.2244993,-0.1321973,-0.2559826,-0.1405261,0.1730462,0.1282413,0.2696532,-0.1321973,-0.2559826,-0.1405261,0.1730462,0.1282413,0.2696532,35,37,39,41,43,45
0.1931177,0.3169365,0.4971627,0.390994,0.1938712,0.0022304,0.4783231,-0.1706713,0.1445187,0.2809771,0.3228393,0.357493,0.4783231,-0.1706713,0.1445187,0.2809771,0.3228393,0.357493,50,52,54,56,58,60
1.340124,1.298901,1.415192,1.47205,-1.467389,-4.058879,-0.1168542,0.0089202,-0.0604739,0.0886712,0.1260905,-0.0463538,-0.1168542,0.0089202,-0.0604739,0.0886712,0.1260905,-0.0463538,47,49,51,53,55,57
-0.0209929,0.2585261,0.3062165,0.1025567,0.1579785,0.2189688,-0.1939879,0.3695239,0.1272964,0.359369,0.4500892,0.2873228,-0.1939879,0.3695239,0.1272964,0.359369,0.4500892,0.2873228,44,46,48,50,52,54
-0.3708442,-0.6273309,-0.5125473,-0.0743426,-0.2817477,-0.5517251,-0.2988749,-0.4909555,-0.3459028,-0.52537,-0.3050427,-0.1811413,-0.2988749,-0.4909555,-0.3459028,-0.52537,-0.3050427,-0.1811413,43,45,47,49,51,53
0.3618073,0.2768395,0.1193538,0.1466326,0.2789244,-0.0316301,-0.1547051,-0.2349824,0.0401367,0.1254028,-0.080526,0.3708452,-0.1547051,-0.2349824,0.0401367,0.1254028,-0.080526,0.3708452,41,43,45,47,49,51
-0.3510863,-0.4673087,-0.3744008,-0.2242982,-0.2990434,-0.3089235,-0.4946742,0.0709844,0.004941,0.4117117,0.3622456,-0.0758753,-0.4946742,0.0709844,0.004941,0.4117117,0.3622456,-0.0758753,40,42,44,46,48,50
0.3469988,-1.051865,0.2204529,-0.3904277,-0.0156158,-0.2868172,0.275613,0.0200026,-0.0459316,0.0132635,-0.0270428,-0.1205705,0.275613,0.0200026,-0.0459316,0.0132635,-0.0270428,-0.1205705,36,38,40,42,44,46
0.4461659,0.5593078,0.8857401,0.8095244,1.131229,0.4693459,0.3813131,0.4968036,0.5742062,0.854018,0.4857986,0.7719906,0.3813131,0.4968036,0.5742062,0.854018,0.4857986,0.7719906,37,39,41,43,45,47
-0.2841138,-0.1732282,-0.3000078,-0.7605409,-0.248126,-0.6273775,-0.2393965,-0.516765,-0.3791803,0.2492815,0.3533694,-0.1386865,-0.2393965,-0.516765,-0.3791803,0.2492815,0.3533694,-0.1386865,44,46,48,50,52,54
0.7094235,1.843622,2.248855,2.471816,2.555954,2.970924,-0.2636439,-0.1940886,0.4628668,1.018278,0.8295117,0.7698308,-0.2636439,-0.1940886,0.4628668,1.018278,0.8295117,0.7698308,38,40,42,44,46,48
0.0284821,-0.0997222,0.22045,0.3270018,0.4741347,0.5382922,-0.0090168,-0.070943,-0.0568951,0.2213202,0.3221808,0.0575114,-0.0090168,-0.070943,-0.0568951,0.2213202,0.3221808,0.0575114,35,37,39,41,43,45
-0.3085725,-0.3436763,-0.1295916,-0.0373294,0.0095208,0.2284968,-0.2925973,-0.1226763,-0.0900378,0.0515228,0.3202043,0.2982679,-0.2925973,-0.1226763,-0.0900378,0.0515228,0.3202043,0.2982679,31,33,35,37,39,41
-0.0337567,0.06216,0.018415,0.1684499,0.1196418,0.0057313,-0.1636673,0.0215143,-0.0991665,0.1553683,0.1822371,-0.0370052,-0.1636673,0.0215143,-0.0991665,0.1553683,0.1822371,-0.0370052,27,29,31,33,35,37
-0.1309843,0.0537557,-0.015624,0.0675125,-0.0281696,0.0535097,-0.3234638,-0.0279697,-0.0900081,0.0956494,0.1718175,0.1739747,-0.3234638,-0.0279697,-0.0900081,0.0956494,0.1718175,0.1739747,41,43,45,47,49,51
-0.0940024,-0.1012808,-0.1230962,0.092898,0.2642627,0.1702963,-0.1192878,-0.061003,-0.0813058,-0.0226131,0.2565122,0.0833554,-0.1192878,-0.061003,-0.0813058,-0.0226131,0.2565122,0.0833554,39,41,43,45,47,49
0.1707817,0.1059376,0.0017401,0.1356189,0.3686818,0.5955904,0.0318176,0.1087832,-0.270865,-0.3048008,0.3515097,0.1819931,0.0318176,0.1087832,-0.270865,-0.3048008,0.3515097,0.1819931,41,43,45,47,49,51
-0.0271665,-0.0070564,-0.0090569,0.1330348,-0.0707168,0.090894,-0.2669504,-0.0276132,-0.1818653,0.3503691,0.0718905,-0.2990599,-0.2669504,-0.0276132,-0.1818653,0.3503691,0.0718905,-0.2990599,49,51,53,55,57,59
0.5185273,0.119488,-0.0083179,0.0732928,0.1286461,0.1631215,0.1280895,0.4315496,0.4082856,0.4149792,0.3272164,0.6152604,0.1280895,0.4315496,0.4082856,0.4149792,0.3272164,0.6152604,39,41,43,45,47,49
0.2084688,0.5301117,0.1013683,0.2722315,0.0887373,0.1723277,0.1648709,-0.0249894,0.0775277,-0.0352169,-0.1122025,0.265903,0.1648709,-0.0249894,0.0775277,-0.0352169,-0.1122025,0.265903,33,35,37,39,41,43
-0.1491789,0.0915962,0.2905841,0.4768431,-0.0264805,0.467375,-0.1490032,-0.0042964,0.0672148,0.3116718,0.004788,-0.1750778,-0.1490032,-0.0042964,0.0672148,0.3116718,0.004788,-0.1750778,31,33,35,37,39,41
0.0412622,0.1966511,0.0996378,-0.0957557,-0.0840494,0.1080196,-0.2472102,0.0488456,-0.0924786,-0.4391774,0.2340521,0.4773163,-0.2472102,0.0488456,-0.0924786,-0.4391774,0.2340521,0.4773163,34,36,38,40,42,44
0.1945126,0.0268901,0.2256739,0.2213662,-0.5625004,-0.4273799,-0.2139007,-0.352056,-0.2052729,0.0217777,0.1197074,0.235699,-0.2139007,-0.352056,-0.2052729,0.0217777,0.1197074,0.235699,42,44,46,48,50,52
-0.0804376,0.0343398,0.3176697,-0.0444405,0.2085959,0.1824014,0.0201303,0.067144,0.2139154,0.1661529,0.1562054,0.1172316,0.0201303,0.067144,0.2139154,0.1661529,0.1562054,0.1172316,47,49,51,53,55,57
-0.8603231,-0.7731693,-0.6991308,-0.6808079,-0.6823114,-0.6874757,-0.3641257,-0.5750272,-0.7118204,-0.5084884,-0.5228654,-0.5371307,-0.3641257,-0.5750272,-0.7118204,-0.5084884,-0.5228654,-0.5371307,49,51,53,55,57,59
-0.1930623,-0.1245894,-0.5534274,-0.6963565,-0.375984,-0.3786175,-0.6092454,-0.499095,-0.3888762,-0.2515713,0.0138661,-0.2160111,-0.6092454,-0.499095,-0.3888762,-0.2515713,0.0138661,-0.2160111,29,31,33,35,37,39
-0.066975,-0.498834,0.1883332,0.4913603,0.2208557,0.2758882,0.0605183,0.5096445,0.4382305,0.3942356,0.2076735,0.4886715,0.0605183,0.5096445,0.4382305,0.3942356,0.2076735,0.4886715,41,43,45,47,49,51
-0.626765,-0.2646302,-0.3999414,-0.2323094,-0.3074275,-0.4486428,-0.2141751,0.3730544,0.5108336,0.5055966,0.4608817,0.4669293,-0.2141751,0.3730544,0.5108336,0.5055966,0.4608817,0.4669293,27,29,31,33,35,37
0.1589432,0.0966568,-0.2965696,-0.0026358,0.2363197,0.1235595,-0.1854255,-0.1941678,0.6434203,0.1153451,0.1829149,0.0810593,-0.1854255,-0.1941678,0.6434203,0.1153451,0.1829149,0.0810593,44,46,48,50,52,54
0.1789476,0.1530296,-0.9337576,-0.9825743,-0.851898,-1.983481,-0.5925104,-0.5769255,-0.3235752,-0.7097437,-0.5782568,-0.4469005,-0.5925104,-0.5769255,-0.3235752,-0.7097437,-0.5782568,-0.4469005,45,47,49,51,53,55
-0.0316563,0.159008,0.0824737,-0.0023642,-0.4808016,-0.436443,-0.8722386,-0.6178393,-0.3672986,-1.00386,-0.5375068,-0.2818111,-0.8722386,-0.6178393,-0.3672986,-1.00386,-0.5375068,-0.2818111,44,46,48,50,52,54
-0.115552,-0.0808525,0.0734796,-0.1046943,0.0655519,0.0832828,-0.37021,-0.3126655,-0.0993121,-0.1259426,0.0186678,0.0160358,-0.37021,-0.3126655,-0.0993121,-0.1259426,0.0186678,0.0160358,41,43,45,47,49,51
-0.1824973,-0.3773758,-0.1558043,-0.1170551,-0.2052379,-0.1115184,-0.0148693,-0.221666,-0.3295264,-0.4420725,-0.2542243,-0.2519116,-0.0148693,-0.221666,-0.3295264,-0.4420725,-0.2542243,-0.2519116,42,44,46,48,50,52
0.0016491,-0.0430275,0.088043,-0.0792687,-0.0758726,-1.532142,-0.2925138,0.6093733,0.6223239,0.4639692,0.0811805,0.2613448,-0.2925138,0.6093733,0.6223239,0.4639692,0.0811805,0.2613448,49,51,53,55,57,59
-0.2018992,0.5534348,-0.8196234,0.1977344,0.0404508,-0.6457208,-0.0534887,0.3100053,0.1976054,0.4150005,0.4224696,0.6549729,-0.0534887,0.3100053,0.1976054,0.4150005,0.4224696,0.6549729,37,39,41,43,45,47
0.6143876,0.5594817,0.1229025,0.4314952,-0.1418592,-0.8228055,0.0162393,0.0489264,0.0780286,0.1224939,0.1359724,0.0999321,0.0162393,0.0489264,0.0780286,0.1224939,0.1359724,0.0999321,45,47,49,51,53,55
0.2162552,-0.0011141,0.7126129,0.0197942,-0.1247246,0.7410734,0.014987,0.1028299,0.4457168,0.519287,0.3247995,0.6138944,0.014987,0.1028299,0.4457168,0.519287,0.3247995,0.6138944,28,30,32,34,36,38
-0.470463,-0.2285647,0.0874202,0.1787285,0.1266817,0.1342138,0.0304551,0.2771368,0.2661223,0.4143988,0.49372,0.91541,0.0304551,0.2771368,0.2661223,0.4143988,0.49372,0.91541,44,46,48,50,52,54
-0.0476221,0.0833492,-0.0635738,-0.1349279,-0.0454037,-0.0342037,-0.2524368,-0.4393868,-0.3856196,-0.2138367,-0.0909269,-0.0784871,-0.2524368,-0.4393868,-0.3856196,-0.2138367,-0.0909269,-0.0784871,41,43,45,47,49,51
0.1287691,0.3990869,0.5711526,0.3559009,0.2461034,0.4591755,-0.362444,0.274709,0.2445119,0.7526768,0.4806021,0.2519692,-0.362444,0.274709,0.2445119,0.7526768,0.4806021,0.2519692,30,32,34,36,38,40
-0.1510256,0.3221241,0.402059,0.4422411,0.6330217,0.4704765,0.1909077,0.367217,0.3821729,0.4025609,0.3725125,0.1853396,0.1909077,0.367217,0.3821729,0.4025609,0.3725125,0.1853396,49,51,53,55,57,59
-0.3653485,-0.2232672,-0.2186781,-0.3746477,-0.1688286,-0.366239,-0.101165,0.1253803,-0.1409132,-0.364217,-0.0873177,0.445911,-0.101165,0.1253803,-0.1409132,-0.364217,-0.0873177,0.445911,44,46,48,50,52,54
-1.129764,-0.8429215,-0.8151161,-0.5388281,-0.2224718,-0.4009548,-0.9413455,-0.8187907,-0.4323362,-0.6302846,-0.2520499,-0.1691596,-0.9413455,-0.8187907,-0.4323362,-0.6302846,-0.2520499,-0.1691596,38,40,42,44,46,48
-0.8600871,-1.16347,0.2968628,-1.008865,-1.015327,0.839671,0.4653956,0.071017,-0.0794003,0.3025579,0.2738666,0.5859151,0.4653956,0.071017,-0.0794003,0.3025579,0.2738666,0.5859151,32,34,36,38,40,42
-0.0762418,-0.0129846,0.0983162,0.0699219,0.0040482,-0.058348,-0.4711285,-0.2504454,-0.0873614,0.0369632,0.269051,0.0941037,-0.4711285,-0.2504454,-0.0873614,0.0369632,0.269051,0.0941037,41,43,45,47,49,51
-0.126866,0.4218604,0.3865438,1.446456,0.4557596,0.1229025,0.1987344,0.6964809,0.5474723,0.6460825,0.7190672,0.2283522,0.1987344,0.6964809,0.5474723,0.6460825,0.7190672,0.2283522,46,48,50,52,54,56
-0.5327597,-0.3482484,-0.3009592,-0.2463024,-0.207029,-0.033525,-0.6972051,-0.7089469,-0.4388361,-0.3148187,0.0311167,-0.3725382,-0.6972051,-0.7089469,-0.4388361,-0.3148187,0.0311167,-0.3725382,44,46,48,50,52,54
1.438342,1.135599,1.902785,1.959328,1.826465,1.77997,0.525798,0.4274008,0.4858753,0.4063389,1.04055,0.5542403,0.525798,0.4274008,0.4858753,0.4063389,1.04055,0.5542403,33,35,37,39,41,43
-0.5667676,-0.4362067,-0.438263,-0.3902161,-0.043238,-0.2301839,-0.5789908,-0.4263734,-0.3240824,-0.0719472,-0.0928289,-0.0066682,-0.5789908,-0.4263734,-0.3240824,-0.0719472,-0.0928289,-0.0066682,26,28,30,32,34,36
-0.2210615,-0.0667788,-0.0743439,0.0904129,0.0452657,-0.2227366,-0.0591864,-0.4746879,-0.1628491,-0.358955,-0.3599798,-0.2920071,-0.0591864,-0.4746879,-0.1628491,-0.358955,-0.3599798,-0.2920071,37,39,41,43,45,47
-0.3852977,-0.322174,-0.1064319,-0.1083783,-0.0006875,0.1076232,-0.2039212,-0.2691888,-0.4193,-0.1481353,-0.2317532,0.3352395,-0.2039212,-0.2691888,-0.4193,-0.1481353,-0.2317532,0.3352395,38,40,42,44,46,48
0.0200392,-0.1312715,-0.3721253,0.219272,-0.3578945,-0.0492397,-0.3450731,-0.0033475,0.3034349,-0.5045137,-0.253748,-0.139143,-0.3450731,-0.0033475,0.3034349,-0.5045137,-0.253748,-0.139143,42,44,46,48,50,52
-0.1373957,-0.0869415,-0.0353763,-0.1653183,-0.3295067,-1.563095,-0.3451878,-0.0749585,0.000932,0.0303958,0.5661529,0.3992513,-0.3451878,-0.0749585,0.000932,0.0303958,0.5661529,0.3992513,47,49,51,53,55,57
0.3734654,0.2309367,0.2606189,-0.0047257,-0.2368472,-0.3559544,0.0242189,0.1197892,0.3688574,0.5393792,-0.0976696,0.0668736,0.0242189,0.1197892,0.3688574,0.5393792,-0.0976696,0.0668736,48,50,52,54,56,58
0.5944801,0.0081053,-0.0025787,0.2129706,0.3344887,0.3205536,-0.3252427,0.3319634,-0.0949794,-0.0876335,-0.2355779,-0.3738054,-0.3252427,0.3319634,-0.0949794,-0.0876335,-0.2355779,-0.3738054,42,44,46,48,50,52
0.4461575,0.4406177,-0.7644559,0.463416,0.5957078,0.5249594,0.1608636,0.231439,-0.0519344,-0.0254325,0.4094869,0.1709739,0.1608636,0.231439,-0.0519344,-0.0254325,0.4094869,0.1709739,43,45,47,49,51,53
0.3143663,-0.0412894,-0.2491141,-0.1726361,-0.0202266,0.2120952,-0.5146654,-0.3882816,0.0114147,-0.529044,-0.4818428,-0.3174837,-0.5146654,-0.3882816,0.0114147,-0.529044,-0.4818428,-0.3174837,40,42,44,46,48,50
0.219625,0.4042936,0.4717917,0.2318196,0.691399,0.5216651,0.0028308,-0.0278899,0.1572473,0.1071611,0.327091,0.0877986,0.0028308,-0.0278899,0.1572473,0.1071611,0.327091,0.0877986,39,41,43,45,47,49
-0.1414238,0.02922,-0.5175253,0.088388,0.1904392,-0.0702878,-0.5746293,-0.2233806,-0.4519346,-0.2059838,-0.2189398,-0.1962907,-0.5746293,-0.2233806,-0.4519346,-0.2059838,-0.2189398,-0.1962907,39,41,43,45,47,49
-0.3217076,-0.15804,-0.1296566,-0.07328,0.4819237,-0.0056574,-0.537476,-0.4713521,-0.4655167,-0.1511665,-0.1501387,-0.5156335,-0.537476,-0.4713521,-0.4655167,-0.1511665,-0.1501387,-0.5156335,40,42,44,46,48,50
-0.595788,-0.3610144,-0.095602,0.1405125,0.054472,-0.0749796,-0.1646934,-0.9966359,-0.065001,0.2907395,0.2071144,-0.0341679,-0.1646934,-0.9966359,-0.065001,0.2907395,0.2071144,-0.0341679,33,35,37,39,41,43
-0.3679624,-0.5676205,-0.2219002,-0.0158245,-0.0008499,0.042589,-0.1987948,-0.0796827,0.0737683,0.2414156,0.1450583,0.3308245,-0.1987948,-0.0796827,0.0737683,0.2414156,0.1450583,0.3308245,30,32,34,36,38,40
